	MEF	isp2	MEFDet	isp2Det
1416392_a_at	16718.9	12056.3	P	P
1416393_at	7861.4	6117.4	P	P
1416394_at	3967.4	2568.5	P	P
1416395_at	1900.1	1665.5	P	P
1416396_at	44.2	53.5	A	P
1416397_at	555.6	673.4	P	P
1416398_at	109.2	45.9	P	P
1416399_a_at	2802	1108.1	P	P
1416400_at	848.5	835.5	P	P
1416401_at	381.6	103.9	A	A
1416402_at	882.4	765	P	P
1416403_at	368.8	672.9	P	P
1416404_s_at	32446.5	26365.3	P	P
1416405_at	16606.6	1353.5	P	P
1416406_at	1997.2	256	P	P
1416407_at	4254.5	656.5	P	P
1416408_at	661.3	250.3	P	P
1416409_at	875.5	504.3	P	P
1416410_at	1583.8	1007.4	P	P
1416411_at	509.8	1056.8	P	P
1416412_at	587.7	189.9	P	P
1416413_at	1.8	4.8	A	A
1416414_at	941.3	68.9	P	P
1416415_a_at	27101.1	27476.4	P	P
1416416_x_at	705.8	1325.1	P	P
1416417_a_at	7003.4	3497.7	P	P
1416418_at	1171	751.8	P	P
1416419_s_at	1751.3	1036.7	P	P
1416420_a_at	29269.7	25068.2	P	P
1416421_a_at	483.5	2017.5	P	P
1416422_a_at	312.2	1061.3	P	P
1416423_x_at	227.5	622	A	P
1416424_at	942.5	1397.3	P	P
1416425_at	1829.4	1283.6	P	P
1416426_at	2633.3	6853.9	P	P
1416427_at	7381.7	9207.7	P	P
1416428_at	1790.2	1308.7	P	P
1416429_a_at	4091.9	2476.7	P	P
1416430_at	1780.9	2622.9	P	P
1416431_at	14478.1	807.4	P	P
1416432_at	257.3	233.1	P	P
1416433_at	1572.6	3937.6	P	P
1416434_at	6.3	35	A	A
1416435_at	754.9	152.9	P	P
1416436_a_at	711.8	818	P	P
1416437_a_at	85.6	301.5	A	P
1416438_at	3672.4	5376.7	P	P
1416439_at	2688.3	4363.4	P	P
1416440_at	5720.9	7323.9	P	P
1416441_at	330.3	115.8	P	P
1416442_at	3056.2	6432.3	P	P
1416443_a_at	7547.9	8877.7	P	P
1416444_at	34.5	207.3	A	P
1416445_at	4130.2	1951.7	P	P
1416446_at	422.9	517.9	P	P
1416447_at	1000.1	1393.4	P	P
1416448_at	1615.4	1527.3	P	P
1416449_x_at	76.4	418.5	A	P
1416450_at	52.7	220.7	A	P
1416451_s_at	387	985.3	P	P
1416452_at	9605.8	1989.8	P	P
1416453_x_at	24354.9	23641.5	P	P
1416454_s_at	31480.2	1279.7	P	P
1416455_a_at	2037.5	118.9	P	P
1416456_a_at	2.9	4.4	A	A
1416457_at	2212.2	1242.2	P	P
1416458_at	679.9	467.3	P	P
1416459_at	500.9	469.5	P	P
1416460_at	7.7	23.2	A	A
1416461_at	11707.1	11807.6	P	P
1416462_at	8123.5	8713.8	P	P
1416463_at	225	550.4	P	P
1416464_at	7.6	75	A	P
1416465_a_at	9142.3	7455.8	P	P
1416466_at	8777.2	8966.8	P	P
1416467_at	1874.8	6247.1	P	P
1416468_at	115.7	11.9	A	A
1416469_at	1246.3	1399.4	P	P
1416470_a_at	6033.9	2926.8	P	P
1416471_at	1422.5	1570	P	P
1416472_at	817.6	836.3	P	P
1416473_a_at	451.4	318	P	P
1416474_at	146.7	234.9	P	P
1416475_at	1849.9	2177.6	P	P
1416476_a_at	8398.8	7182.4	P	P
1416477_at	5157.9	6157.9	P	P
1416478_a_at	15953.1	8975.7	P	P
1416479_a_at	3652.2	1857	P	P
1416480_a_at	6188.8	4637.3	P	P
1416481_s_at	236.2	383.5	P	P
1416482_at	138	210	A	P
1416483_at	766.3	1140.9	P	P
1416484_at	480.1	1124.7	P	P
1416485_at	11429.4	8092.2	P	P
1416486_at	3730	3567.2	P	P
1416487_a_at	1146.8	1163.4	P	P
1416488_at	1550.5	1181.8	P	P
1416489_at	800.1	1022.9	P	P
1416490_at	5.5	11	A	A
1416491_at	518.1	426.1	P	P
1416492_at	938.2	3238.5	P	P
1416493_at	6427.9	4095.6	P	P
1416494_at	3129.6	2263.8	P	P
1416495_s_at	4107.6	3559.9	P	P
1416496_at	9415	8466.5	P	P
1416497_at	1271	472.1	P	P
1416498_at	4467.8	1349.4	P	P
1416499_a_at	6559.8	1893	P	P
1416500_at	982.7	1670.5	P	P
1416501_at	132.5	644.7	P	P
1416502_a_at	1422.9	1081.6	P	P
1416503_at	3669.2	304.3	P	P
1416504_at	128.8	1155.2	A	P
1416505_at	1113	1746.6	P	P
1416506_at	11000	7814.2	P	P
1416507_at	29.2	66	A	P
1416508_at	5523.1	1970.7	P	P
1416509_at	3614.4	2340.7	P	P
1416510_at	1875.5	2914.7	P	P
1416511_a_at	269.7	476.8	P	P
1416512_at	2122.5	1633.8	P	P
1416513_at	255	184.3	P	P
1416514_a_at	24291.7	6314.6	P	P
1416515_at	2176.5	1497.8	P	P
1416516_at	1805.2	1410.1	P	P
1416517_at	270.6	957.9	P	P
1416518_at	19.4	3.5	A	A
1416519_at	24737.9	24122.6	P	P
1416520_x_at	13100	13325.2	P	P
1416521_at	3551.6	1617.1	P	P
1416522_a_at	2816.4	1622.3	P	P
1416523_at	61.5	31.6	A	A
1416524_at	3143.4	1461.6	P	P
1416525_at	1907.8	814.4	P	P
1416526_a_at	5191.4	7429.9	P	P
1416527_at	1010.2	115.8	P	P
1416528_at	4994.8	2441.5	P	P
1416529_at	15603.1	502.1	P	P
1416530_a_at	5957.9	4474.1	P	P
1416531_at	16780.9	3557.9	P	P
1416532_at	1198.7	1105.5	P	P
1416533_at	2096.2	1087	P	P
1416534_at	1456.5	2169.6	P	P
1416535_at	1430.3	2299.3	P	P
1416536_at	1089.5	1402.8	P	P
1416537_at	476	861.9	P	P
1416538_at	67.1	158.7	A	P
1416539_at	35.2	167.1	A	P
1416540_at	1346.8	1064.2	P	P
1416541_at	424.9	1557.2	P	P
1416542_at	388.8	338.3	P	P
1416543_at	3045.1	2852.9	P	P
1416544_at	2168.6	6685.5	P	P
1416545_at	745.2	561.6	P	P
1416546_a_at	27481.3	24393.8	P	P
1416547_at	2958.7	2172.3	P	P
1416548_at	1007.5	322.9	P	P
1416549_at	938.9	331.6	P	P
1416550_at	928.5	458.8	P	P
1416551_at	1309.4	1063.8	P	P
1416552_at	106	32347.3	P	P
1416553_at	1289.9	778.6	P	P
1416554_at	7600.8	3609.7	P	P
1416555_at	4832.8	2707.9	P	P
1416556_at	7450.2	2782.3	P	P
1416557_a_at	2599.2	3749	P	P
1416558_at	1987.8	3064.1	P	P
1416559_at	2804.7	1115.7	P	P
1416560_at	13	16.4	A	A
1416561_at	16.5	830.4	A	P
1416562_at	16.3	187.9	A	P
1416563_at	6867.6	4840.6	P	P
1416564_at	68.5	122.7	M	P
1416565_at	12043.4	6275.5	P	P
1416566_at	5209.4	5892	P	P
1416567_s_at	4321.7	3316.7	P	P
1416568_a_at	712.3	1847.6	P	P
1416569_at	3096.5	6501.6	P	P
1416570_s_at	1729.7	1891.8	P	P
1416571_at	217.9	143.2	A	A
1416572_at	2673.3	279	P	P
1416573_at	465.2	284.5	P	P
1416574_at	948.4	1153.9	P	P
1416575_at	934.2	1013.7	P	P
1416576_at	303.8	2656.7	A	P
1416577_a_at	12159.9	7591.2	P	P
1416578_at	3042.2	875.7	P	P
1416579_a_at	40	6724.1	A	P
1416580_a_at	5681.7	4208.2	P	P
1416581_at	1656.4	3166.6	P	P
1416582_a_at	1126.5	441.3	P	P
1416583_at	768.2	214.8	P	P
1416584_at	91.8	110.5	A	A
1416585_at	2431.6	3618	P	P
1416586_at	278.1	488.6	P	P
1416587_a_at	765	864.8	P	P
1416588_at	709.8	258.1	P	P
1416589_at	17798.8	3428.7	P	P
1416590_a_at	4431	680.8	P	P
1416591_at	6305.2	1153	P	P
1416592_at	1103.8	139.9	P	A
1416593_at	862.9	108	P	A
1416594_at	336.5	494.6	P	P
1416595_at	3726.1	2452.5	P	P
1416596_at	23.9	243.7	A	P
1416597_at	383	651.9	P	P
1416598_at	1398.7	738.3	P	P
1416599_at	168.1	243.3	P	P
1416600_a_at	1181.4	1129.4	P	P
1416601_a_at	398.2	514.5	P	P
1416602_a_at	177.3	320.4	P	P
1416603_at	18260.8	20435.6	P	P
1416604_at	10242.1	6697.4	P	P
1416605_at	6161.8	6344.3	P	P
1416606_s_at	9908.5	11380.8	P	P
1416607_at	739.2	745.1	P	P
1416608_a_at	3838	1581.3	P	P
1416609_at	2160.6	1278.3	P	P
1416610_a_at	121.7	1465.9	P	P
1416611_at	966.2	725	P	P
1416612_at	2410.3	236	P	P
1416613_at	1460	122.9	P	P
1416614_at	2797.6	763.6	P	P
1416615_at	3087.6	3331	P	P
1416616_s_at	2535.7	2564.7	P	P
1416617_at	28.8	317.4	A	P
1416618_at	341.2	251.8	P	P
1416619_at	84.8	58.8	A	P
1416620_at	555	806.9	P	P
1416621_at	2153.4	1281.3	P	P
1416622_at	745.7	757.5	P	P
1416623_at	339.8	167.7	P	P
1416624_a_at	27690.1	24599.9	P	P
1416625_at	121.3	256.2	P	P
1416626_at	32.9	1812.5	A	P
1416627_at	43.5	1570.5	A	P
1416628_at	1639.1	1201.6	P	P
1416629_at	833.1	2538.1	P	P
1416630_at	6540.2	1180.9	P	P
1416631_at	559.3	558.2	P	P
1416632_at	1386.5	266.5	P	P
1416633_a_at	5890.2	2940	P	P
1416634_at	3412.3	1724.5	P	P
1416635_at	92.7	49.3	A	A
1416636_at	10664	5821.2	P	P
1416637_at	1511.8	388.3	P	P
1416638_at	550	89.7	P	P
1416639_at	92.8	132.6	A	P
1416640_at	4	14.3	A	A
1416641_at	1866.8	5746.9	P	P
1416642_a_at	29298	26741.4	P	P
1416643_at	2.8	1.2	A	A
1416644_a_at	12	35.9	A	A
1416645_a_at	17.6	1.8	A	A
1416646_at	10.3	1.9	A	A
1416647_at	169.8	626.4	P	P
1416648_at	2222.8	3115.6	P	P
1416649_at	2.4	4.4	A	A
1416650_at	2.4	0.7	A	A
1416651_at	901.9	496.5	P	P
1416652_at	171.9	31.6	P	A
1416653_at	563.1	967.9	P	P
1416654_at	331	227.7	P	P
1416655_at	840	712.5	P	P
1416656_at	13500.9	1443.9	P	P
1416657_at	4619	574.2	P	P
1416658_at	305.1	25.2	P	A
1416659_at	2644.6	7678.1	P	P
1416660_at	906.5	3989.2	P	P
1416661_at	206.7	1757.8	P	P
1416662_at	144.6	24	A	A
1416663_at	7325.6	4075	P	P
1416664_at	6786.1	6958.1	P	P
1416665_at	1461.4	1886.2	P	P
1416666_at	4580.8	2868.9	P	P
1416667_at	2480.7	1585.8	P	P
1416668_at	856.1	3447	P	P
1416669_s_at	16521.3	15980.5	P	P
1416670_at	148.4	1042.5	A	P
1416671_a_at	491.6	720.8	P	P
1416672_s_at	620	753.7	P	P
1416673_at	7.8	4.3	A	A
1416674_at	57.1	173.3	A	A
1416675_s_at	802.2	680.9	P	P
1416676_at	35.7	21.3	A	A
1416677_at	121.7	36.6	A	A
1416678_at	3984.3	4606.3	P	P
1416679_at	2008.5	1327.4	P	P
1416680_at	910.4	2443	P	P
1416681_at	266.6	489.6	P	P
1416682_at	160.8	354.2	P	P
1416683_at	2759.2	962.6	P	P
1416684_at	11049.5	10176.9	P	P
1416685_s_at	12055	10630.4	P	P
1416686_at	714	1790.3	P	P
1416687_at	1531.6	1517.7	P	P
1416688_at	173.9	99.8	P	P
1416689_at	261.6	427.5	P	P
1416690_at	229.2	401.2	P	P
1416691_at	248.3	397.7	P	P
1416692_at	1110.3	3182.2	P	P
1416693_at	1238.8	82.3	P	A
1416694_at	8	0.7	A	A
1416695_at	5244.4	551.2	P	P
1416696_at	2858.9	861	P	P
1416697_at	11.7	244.2	A	P
1416698_a_at	20627.2	16123.6	P	P
1416699_at	10860.1	5475.9	P	P
1416700_at	2698.9	875.4	P	P
1416701_at	1956.2	747	P	P
1416702_at	57	236.5	A	P
1416703_at	2183.1	2318.1	P	P
1416704_at	708.8	939.2	P	P
1416705_at	467.7	2420.5	P	P
1416706_at	1192.4	4298.2	P	P
1416707_a_at	274.4	565.7	A	P
1416708_a_at	481.2	577.9	P	P
1416709_a_at	657.9	2250.1	P	P
1416710_at	200.7	48.4	A	M
1416711_at	1.2	6.6	A	A
1416712_at	1387.2	1091	P	P
1416713_at	225.5	240.9	A	P
1416714_at	53.5	88.1	A	P
1416715_at	650.4	2038.3	P	P
1416716_at	282.1	890.8	P	P
1416717_at	28.2	0.7	A	A
1416718_at	4.6	7.5	A	A
1416719_a_at	20709.5	19626.8	P	P
1416720_at	1515.4	2735.2	P	P
1416721_s_at	2877.7	5756.6	P	P
1416722_at	529.3	813.6	P	P
1416723_at	272.8	806.6	P	P
1416724_x_at	372.6	491.9	P	P
1416725_at	63	47.2	A	A
1416726_s_at	12221.5	11696	P	P
1416727_a_at	4897.5	4852.4	P	P
1416728_at	7923.8	4252.2	P	P
1416729_at	6.9	1.7	A	A
1416730_at	1729.9	1979.3	P	P
1416731_at	531.6	672.4	P	P
1416732_at	131.6	175.8	P	P
1416733_at	687.7	633.9	P	P
1416734_at	44.4	27.9	A	A
1416735_at	5979.4	5264.8	P	P
1416736_at	612.4	1364.2	A	P
1416737_at	298.9	732.8	P	P
1416738_at	408.4	388.4	P	P
1416739_a_at	171.9	189.6	P	P
1416740_at	6407.2	306.9	P	P
1416741_at	1019.9	96.4	P	A
1416742_at	2347.3	4832.5	P	P
1416743_at	1618.3	1093.2	P	P
1416744_at	1.4	0.5	A	A
1416745_x_at	16.5	15.3	A	A
1416746_at	10074.5	8258	P	P
1416747_at	2149.5	1057.3	P	P
1416748_a_at	989.3	1741.9	P	P
1416749_at	3513.4	1483.2	P	P
1416750_at	3031.2	1297	P	P
1416751_a_at	1227.8	2641.3	P	P
1416752_at	4.9	10.2	A	A
1416753_at	481.7	171	P	P
1416754_at	55.8	63.4	A	A
1416755_at	4023.6	1224.8	P	P
1416756_at	3000.2	1486.3	P	P
1416757_at	1278.8	5284.6	P	P
1416758_at	388.8	235	A	P
1416759_at	277.9	255.4	P	P
1416760_at	145.7	140.1	A	A
1416761_at	80.6	49.3	A	A
1416762_at	14160.6	1940.4	P	P
1416763_at	3356.7	3067.4	P	P
1416764_at	4196.8	1701.6	P	P
1416765_s_at	3352.3	2771.5	P	P
1416766_at	2182.6	1610.1	P	P
1416767_a_at	3802.1	1265.4	P	P
1416768_at	2709.8	1343.9	P	P
1416769_s_at	3464.9	2555.5	P	P
1416770_at	1392.9	731.3	P	P
1416771_at	3468.1	1595.9	P	P
1416772_at	825.3	526.9	P	P
1416773_at	1259.5	2516.3	P	P
1416774_at	361.8	1303	P	P
1416775_at	145.8	537.6	M	P
1416776_at	5.1	151.1	A	P
1416777_at	7.6	11.4	A	A
1416778_at	5071.8	107.2	P	P
1416779_at	4041.3	105.5	P	P
1416780_at	672.1	1413.6	P	P
1416781_at	1309.5	624.6	P	P
1416782_s_at	2712.1	976.8	P	P
1416783_at	309.6	106.7	P	P
1416784_at	20.7	2.8	A	A
1416785_at	130.3	60.7	P	A
1416786_at	725.7	180.5	P	P
1416787_at	115.1	30.4	P	A
1416788_a_at	4303.6	3884.3	P	P
1416789_at	4302.6	4737.7	P	P
1416790_a_at	2656.5	2650.7	P	P
1416791_a_at	1368.2	1550.7	P	P
1416792_at	5798.4	7249.1	P	P
1416793_at	1913.3	3079.3	P	P
1416794_at	1152.9	1841.6	P	P
1416795_at	198	148.8	P	P
1416796_at	852.5	493.1	P	P
1416797_at	175.8	139.8	A	P
1416798_a_at	430.6	1069.7	P	P
1416799_at	407.8	2762	P	P
1416800_at	152	1211	P	P
1416801_at	32.3	327.2	A	P
1416802_a_at	2022.8	4123.2	P	P
1416803_at	1759.9	288.9	P	P
1416804_at	543.1	44.2	P	A
1416805_at	5938.1	256.3	P	P
1416806_at	107.1	245.2	P	P
1416807_at	20816.9	18388.1	P	P
1416808_at	6203.6	2134	P	P
1416809_at	66	17.5	A	P
1416810_at	1140.1	912.3	P	P
1416811_s_at	384.6	58.5	P	P
1416812_at	651.5	1123	P	P
1416813_at	511.7	820.8	P	P
1416814_at	292.1	655.8	P	P
1416815_s_at	9428.8	5524.2	P	P
1416816_at	1327.5	1673.4	P	P
1416817_at	71.6	59.6	A	A
1416818_at	3143.4	86.7	P	A
1416819_at	7572.4	5852.9	P	P
1416820_at	494.9	237.9	P	A
1416821_at	317.8	320.9	P	P
1416822_at	66.2	168.8	A	P
1416823_a_at	314.5	1036.6	M	P
1416824_at	236.4	567.9	P	P
1416825_at	401.5	853.1	P	P
1416826_a_at	3201.8	2576	P	P
1416827_at	13.1	57.9	A	A
1416828_at	7.6	22.3	A	A
1416829_at	21919	20301.6	P	P
1416830_at	2454.5	2031.2	P	P
1416831_at	246.3	456.3	P	P
1416832_at	83.9	8.1	A	A
1416833_at	18.4	27	A	A
1416834_x_at	4398.5	2583.2	P	P
1416835_s_at	4254.6	3685.2	P	P
1416836_at	1753	649	P	P
1416837_at	7438.7	4949.5	P	P
1416838_at	517.9	1263.9	A	P
1416839_at	21	1.2	A	A
1416840_at	5869.5	3379.8	P	P
1416841_at	1050.1	1239.7	P	P
1416842_at	2909.7	472.3	P	M
1416843_at	1254.6	421.7	P	P
1416844_at	2359.7	676.5	P	P
1416845_at	1621.3	513.2	P	P
1416846_a_at	1529.7	124.2	P	P
1416847_s_at	1.9	6.8	A	A
1416848_at	897.3	489.9	P	P
1416849_at	2070.2	3607.5	P	P
1416850_s_at	4477.5	6990.6	P	P
1416851_at	161.9	70.3	A	P
1416852_a_at	641	601.1	P	P
1416853_at	393.1	592.5	P	P
1416854_at	140.2	45.9	P	A
1416855_at	3820.1	230.8	P	P
1416856_at	3289.3	2764.1	P	P
1416857_at	4331.1	2046.3	P	P
1416858_a_at	2843.5	11522.6	P	P
1416859_at	802.3	6181.6	P	P
1416860_s_at	2446	1809.7	P	P
1416861_at	1313.4	1189.4	P	P
1416862_at	445.1	632.7	P	P
1416863_at	436.2	175.9	P	P
1416864_at	704.5	1185.3	P	P
1416865_at	643.6	1574.5	P	P
1416866_at	309.6	387.5	P	P
1416867_at	642.7	841.7	P	P
1416868_at	1163	71.2	P	P
1416869_x_at	68.5	306.7	A	A
1416870_at	434.4	279.2	P	P
1416871_at	185.7	131.7	P	P
1416872_at	1135.4	320.6	P	P
1416873_a_at	2268.7	2017.2	P	P
1416874_a_at	488.2	460.4	P	P
1416875_at	6.8	11.7	A	A
1416876_at	67.2	46	A	A
1416877_a_at	7031.1	4567.7	P	P
1416878_at	385.6	191	P	P
1416879_at	54.9	39	A	P
1416880_at	2198.6	8635.4	P	P
1416881_at	2939.4	8283.3	P	P
1416882_at	538.7	220.3	P	P
1416883_at	3209.4	2195.6	P	P
1416884_at	3417.5	3133.9	P	P
1416885_at	931.1	978.8	P	P
1416886_at	87	166	P	P
1416887_at	11.1	17.1	A	A
1416888_at	693.9	351.4	P	P
1416889_at	4.8	3.3	A	A
1416890_at	2789.7	2593.8	P	P
1416891_at	747.6	786.6	P	P
1416892_s_at	2692.9	537.2	P	P
1416893_at	1131.9	301.8	P	P
1416894_at	1100.2	1181.1	P	P
1416895_at	121.6	105.2	P	P
1416896_at	218.8	2656.2	P	P
1416897_at	111.6	479	A	P
1416898_a_at	536.8	334.9	M	P
1416899_at	25.1	7316.3	A	P
1416900_s_at	13.1	94	A	A
1416901_at	10509.9	5371.9	P	P
1416902_a_at	9644	5506.7	P	P
1416903_at	1697.1	1220.7	P	P
1416904_at	2840.6	604.1	P	P
1416905_at	6.3	15.2	A	A
1416906_at	7298	5653.9	P	P
1416907_at	2544.2	1865.3	P	P
1416908_s_at	3730.3	2296.2	P	P
1416909_at	758.9	2734.8	P	P
1416910_at	2875.8	1913.7	P	P
1416911_a_at	3328.5	2112.5	P	P
1416912_at	5101.9	3757.7	P	P
1416913_at	7	18.6	A	A
1416914_s_at	3128	562.7	P	P
1416915_at	1226.6	10366.9	P	P
1416916_at	38.5	902.8	A	P
1416917_at	3171.7	1241.7	P	P
1416918_at	237.7	422	P	P
1416919_a_at	243.4	241.9	P	P
1416920_at	1060.2	680.7	P	P
1416921_x_at	17284.7	17100.9	P	P
1416922_a_at	1225.4	3704.5	P	P
1416923_a_at	714	1887.5	P	P
1416924_at	2017.9	1956.7	P	P
1416925_at	4985.7	7022.7	P	P
1416926_at	346.7	4667.1	P	P
1416927_at	54.6	488.2	A	P
1416928_at	1534.7	2321.8	P	P
1416929_at	160.8	477.7	A	P
1416930_at	13.6	10.4	A	A
1416931_at	2029.5	1234.2	P	P
1416932_at	720.3	473.8	P	P
1416933_at	2246.6	1117.1	P	P
1416934_at	16.6	260.9	A	P
1416935_at	348.8	87.6	P	A
1416936_at	133.7	10.4	A	A
1416937_at	9796.8	2739.3	P	P
1416938_at	5897.9	3468.4	P	P
1416939_at	6062	6429.3	P	P
1416940_at	1163.6	1591.1	P	P
1416941_s_at	14334.3	9583.2	P	P
1416942_at	210.6	92.6	A	P
1416943_at	6596.9	3906	P	P
1416944_a_at	619.9	1552	P	P
1416945_at	639.4	807.3	P	P
1416946_a_at	513	758.1	P	P
1416947_s_at	1230.9	1335.2	P	P
1416948_at	2148.4	2191.6	P	P
1416949_s_at	4039.6	1991.2	P	P
1416950_at	496.3	620	P	P
1416951_a_at	2552.1	3179	P	P
1416952_at	2410.7	3391.1	P	P
1416953_at	25427.9	3034	P	P
1416954_at	1132.3	316.1	P	A
1416955_at	470.1	109.9	P	P
1416956_at	36.6	46	A	P
1416957_at	15.2	4.9	A	A
1416958_at	710.6	2792.6	P	P
1416959_at	30	271.1	A	P
1416960_at	544.4	302.8	P	P
1416961_at	1218.8	2664.6	P	P
1416962_at	1279.8	2171.3	P	P
1416963_at	2540.6	2529.8	P	P
1416964_at	556.1	907.9	P	P
1416965_at	17.6	483.1	A	P
1416966_at	6.9	3.2	A	A
1416967_at	165.9	13085.1	A	P
1416968_a_at	126.1	452.7	P	P
1416969_at	910.5	1387.9	P	P
1416970_a_at	20131.2	14893.8	P	P
1416971_at	9415.1	8090.3	P	P
1416972_at	8638.8	7028.1	P	P
1416973_at	11221.2	8652	P	P
1416974_at	1402.6	856.8	P	P
1416975_at	402.4	325.7	P	P
1416976_at	534.3	676.9	M	P
1416977_at	82.4	95	P	P
1416978_at	258.7	205.2	P	P
1416979_at	7107.9	4645.2	P	P
1416980_at	22.5	37.8	A	A
1416981_at	174.5	561.2	P	P
1416982_at	207.2	946.2	P	P
1416983_s_at	381.4	739.8	P	P
1416984_at	2550.2	1844	P	P
1416985_at	168.2	83.8	P	P
1416986_a_at	170.6	44.8	P	A
1416987_at	93.7	117.9	P	P
1416988_at	960.5	7747.7	P	P
1416989_at	727.4	703	P	P
1416990_at	1249.5	1340.5	P	P
1416991_at	983	1302.9	P	P
1416992_at	22.7	302.3	A	P
1416993_at	783.5	1279.3	P	P
1416994_at	992.4	961.7	P	P
1416995_at	276.9	183.5	A	P
1416996_at	30.7	218.4	A	P
1416997_a_at	67.9	422.2	A	P
1416998_at	7502.8	6816.2	P	P
1416999_at	861.6	343.9	P	P
1417000_at	62.1	569.9	A	P
1417001_a_at	1207.6	2045.3	P	P
1417002_at	3707.7	2065.2	P	P
1417003_at	118.6	71.1	P	P
1417004_at	3553.2	1783.8	P	P
1417005_at	840.9	468.1	P	P
1417006_at	1106.1	1164.1	P	P
1417007_a_at	2038.8	4567.8	P	P
1417008_at	310.3	105.3	P	P
1417009_at	6	45.3	A	A
1417010_at	776.7	704.3	P	P
1417011_at	1464.7	221.1	P	P
1417012_at	1550.4	155.4	P	P
1417013_at	1507.5	1146.7	P	P
1417014_at	602	433.7	P	P
1417015_at	78.4	170.4	A	P
1417016_at	982.2	1451.4	P	P
1417017_at	9.3	6.8	A	A
1417018_at	7782.9	432.1	P	P
1417019_a_at	1839.8	2553.9	P	P
1417020_at	4.2	12.7	A	A
1417021_a_at	9.6	4.3	A	A
1417022_at	345.4	5228.9	P	P
1417023_a_at	204.5	37.3	P	A
1417024_at	2289.7	1287.9	P	P
1417025_at	39.9	141.5	A	A
1417026_at	2180.8	3406.8	P	P
1417027_at	229.7	931.5	P	P
1417028_a_at	78.9	864.6	A	P
1417029_a_at	105	232.2	P	P
1417030_at	186.1	174.5	P	P
1417031_at	164.6	143.8	P	P
1417032_at	2113.2	787.9	P	P
1417033_at	1019.4	277.3	P	P
1417034_at	347	453.4	P	P
1417035_at	1359.3	667.7	P	P
1417036_at	5.5	29.3	A	A
1417037_at	2418	3337.4	P	P
1417038_at	2971.8	1614.9	P	P
1417039_a_at	2024.9	1441.8	P	P
1417040_a_at	2335.2	253.2	P	P
1417041_at	3299	5809.1	P	P
1417042_at	459.8	423.4	P	P
1417043_at	74.1	38.4	A	P
1417044_at	853.6	1239.5	P	P
1417045_at	889.7	2447.7	P	P
1417046_at	666.6	742.8	P	P
1417047_at	40.4	21	A	A
1417048_at	18.2	10	A	A
1417049_at	5.2	420.7	A	P
1417050_at	52	109.4	A	P
1417051_at	2.3	71.6	A	P
1417052_at	8682.8	5475.1	P	P
1417053_at	6313	4578.7	P	P
1417054_a_at	4349.7	3620.2	P	P
1417055_at	6624.1	4824.1	P	P
1417056_at	2244.2	2178.7	P	P
1417057_a_at	3212.5	8299.3	P	P
1417058_a_at	2491.1	1256	P	P
1417059_at	4485.6	2041.3	P	P
1417060_at	1297.6	385.7	P	P
1417061_at	46.4	722	A	P
1417062_at	858.8	2441.7	P	P
1417063_at	5.3	1.9	A	A
1417064_at	3488.8	1575.9	P	P
1417065_at	3641.5	12201.2	P	P
1417066_at	16	516.8	A	P
1417067_s_at	64.2	8.8	A	A
1417068_a_at	2510	1174.2	P	P
1417069_a_at	373.3	832.3	P	P
1417070_at	2.2	0.8	A	A
1417071_s_at	32.3	13.6	A	A
1417072_at	5.9	7.7	A	A
1417073_a_at	489.9	863	P	P
1417074_at	7.2	29.4	A	A
1417075_at	2386.3	3423.5	P	P
1417076_at	5.4	10.3	A	A
1417077_at	364.6	1526.9	P	P
1417078_at	61.5	6.3	A	A
1417079_s_at	69.6	40.4	A	A
1417080_a_at	770.2	1225.9	P	P
1417081_a_at	2453.3	1478.8	P	P
1417082_at	14148.6	14791.5	P	P
1417083_at	13324.2	5610.9	P	P
1417084_at	1008	1979.3	P	P
1417085_at	9.1	1.1	A	A
1417086_at	449.9	1210.3	A	P
1417087_at	1895.2	2033.8	P	P
1417088_at	689.2	1658.1	P	P
1417089_a_at	11.5	195.9	A	P
1417090_at	5522.3	1979.6	P	P
1417091_at	842.2	2665.8	P	P
1417092_at	301.4	90.6	P	A
1417093_a_at	633.9	993.3	P	P
1417094_at	8678.8	1986.2	P	P
1417095_a_at	390.5	604.6	P	P
1417096_at	2120.4	2280.7	P	P
1417097_at	832.5	321.7	P	P
1417098_s_at	858.4	323.1	P	P
1417099_at	1885.4	1353.6	P	P
1417100_at	1640	1524.3	P	P
1417101_at	303.8	150.2	A	P
1417102_a_at	5406.6	4816.9	P	P
1417103_at	938	2370.4	P	P
1417104_at	6089	162.6	P	P
1417105_at	2885.3	1543.6	P	P
1417106_at	1869.3	1639	P	P
1417107_at	481	459.6	P	P
1417108_at	265.2	684.1	P	P
1417109_at	1489.3	151.9	P	P
1417110_at	541	136.1	P	P
1417111_at	364.3	196.2	P	P
1417112_at	2720.2	1218	P	P
1417113_at	1010.6	1277.8	P	P
1417114_at	599.6	769.6	P	P
1417115_at	376	210.3	P	P
1417116_at	934.9	897.8	P	P
1417117_at	170.6	444.5	P	P
1417118_a_at	2243.1	1606.3	P	P
1417119_at	397.4	488	P	P
1417120_at	334.6	1147.3	P	P
1417121_at	13.6	5.3	A	A
1417122_at	72	39.3	P	A
1417123_at	21.7	42	A	A
1417124_at	17870.3	10625.9	P	P
1417125_at	8582.4	9930.6	P	P
1417126_a_at	15067	18138.4	P	P
