	MEF	isp2	MEFDet	isp2Det
1456378_s_at	1472.9	1938.2	P	P
1456382_at	56.8	127.2	A	P
1456384_at	55.8	30.7	P	M
1456387_at	74	28.1	A	A
1456389_at	178.9	16.2	P	P
1456391_at	59.7	194	A	P
1456392_at	8.7	1.6	A	A
1456394_at	256.6	205.9	P	P
1456396_at	532.1	1962.4	P	P
1456397_at	120.5	90.5	A	P
1456400_at	38.1	31.5	A	A
1456401_at	111.4	4	A	A
1456402_at	0.8	0.2	A	A
1456403_at	92.5	34.3	A	A
1456404_at	948.4	29.1	P	P
1456406_at	10.2	40.6	A	A
1456407_a_at	120.4	679	P	P
1456408_x_at	38.8	79.3	A	A
1456409_at	1.5	23	A	A
1456410_at	227.5	129.1	A	A
1456413_at	90.3	182	M	P
1456414_at	58.4	125.1	A	P
1456415_at	417.9	280.1	P	P
1456416_at	58.9	442.6	A	P
1456418_at	25.6	43.8	A	A
1456419_at	123.4	200.7	P	P
1456420_at	27.4	96.7	A	P
1456421_at	1.8	2	A	A
1456422_at	68.3	135.8	P	P
1456423_at	43.6	42.5	A	P
1456425_at	16	24.9	A	A
1456426_at	0.8	10.2	A	A
1456428_at	19.4	29	A	A
1456429_at	41.2	106.2	A	P
1456432_at	43.2	7.6	A	A
1456435_at	7.3	46.5	A	P
1456440_s_at	33.6	40.6	A	A
1456441_at	95.3	40.8	P	P
1456443_at	7.3	45.1	A	A
1456444_at	11.7	54.2	A	A
1456445_at	15	55.1	A	A
1456446_at	2.4	2	A	A
1456448_at	9.3	25.5	A	P
1456449_at	8.4	147.2	A	P
1456450_at	30.9	64.1	A	P
1456451_at	168	48.6	P	P
1456452_at	11.3	70.7	A	P
1456453_at	13.1	80.2	A	A
1456454_at	4.1	1.7	A	A
1456460_at	52.8	25.5	A	A
1456463_at	15.6	46.1	A	A
1456467_s_at	539.8	391.8	P	P
1456468_x_at	2.9	1.2	A	A
1456472_at	91.7	23.8	P	A
1456475_s_at	1696.5	227.8	P	P
1456476_at	390.3	1491.1	P	P
1456477_at	778.1	1347.7	P	P
1456478_at	7.1	148.8	A	P
1456479_at	630.9	553.6	P	P
1456480_at	51.8	196.7	A	P
1456482_at	254.2	166.5	P	P
1456483_at	886.1	10.9	P	A
1456484_at	12.8	19	A	A
1456485_at	382.4	1284.3	P	P
1456487_at	216.3	122.6	A	P
1456489_at	99.4	351.7	A	P
1456490_at	5.1	20.4	A	A
1456491_at	6.1	29	A	A
1456498_at	18.6	17.6	A	A
1456499_at	5.5	21.9	A	A
1456500_at	569.3	54.1	P	P
1456501_at	69.6	87.5	A	P
1456502_at	280.1	189	P	P
1456503_at	250	334	P	P
1456504_at	1.9	175.2	A	P
1456505_at	72.9	397.9	A	P
1456506_at	99.8	235.5	A	P
1456507_at	53.3	111.4	M	P
1456508_at	10.2	9.6	A	A
1456509_at	7.9	17.6	A	P
1456512_at	2.7	12.3	A	A
1456513_at	5.4	1.2	A	A
1456514_at	7.1	152.8	A	P
1456517_at	72.9	36.1	A	A
1456518_at	62.9	162.3	P	P
1456519_at	56.1	2.2	A	A
1456520_at	351.9	1108.8	P	P
1456522_at	45.5	15.8	A	A
1456523_at	1975.6	112	P	P
1456524_at	23.7	31.2	A	A
1456526_at	28.5	101.6	A	A
1456527_at	60.6	38.3	P	P
1456531_x_at	12793.8	9353.8	P	P
1456532_at	326.5	27.9	P	A
1456533_at	1257.3	1566.2	P	P
1456535_at	16.1	64.4	A	A
1456536_at	47	235.7	A	P
1456537_at	19.3	22.7	A	A
1456538_at	145.5	139	P	P
1456539_at	44.9	64.3	A	A
1456544_at	346.4	556.2	P	P
1456545_at	131	19.6	A	A
1456547_at	191.9	260.3	P	P
1456548_at	10.1	182.9	A	P
1456549_at	7.2	57.2	A	M
1456550_at	5	39.6	A	A
1456551_at	21	55.9	A	P
1456552_at	4.1	12.6	A	A
1456553_at	24.7	74.7	A	P
1456554_at	57	34.1	A	P
1456555_at	28.2	3.4	A	A
1456556_at	2.7	16.2	A	A
1456557_at	18.9	64	A	P
1456558_s_at	2.9	6.4	A	A
1456559_at	68.8	16.1	A	A
1456560_at	18.3	11.8	A	A
1456561_s_at	26.5	127.4	A	P
1456562_x_at	13.6	34.9	A	A
1456563_at	43.5	20.2	A	A
1456564_at	112.5	48.6	A	A
1456570_at	12.5	47.2	A	A
1456574_at	72.4	107.2	P	P
1456586_x_at	457	167.9	P	P
1456587_x_at	471.4	253.8	P	P
1456589_x_at	33.8	6	A	A
1456591_x_at	33.3	10.3	A	A
1456592_at	1.3	62.4	A	P
1456593_at	11.3	4.2	A	A
1456594_at	97.3	35.2	A	A
1456596_at	1.6	8.4	A	A
1456597_at	1556.9	1466.6	P	P
1456599_at	120.4	464.4	P	P
1456602_at	405.9	655.9	P	P
1456607_at	30.7	320.5	A	P
1456609_at	464.9	320	P	P
1456610_at	778.4	789	P	P
1456611_at	8.3	13.8	A	A
1456614_at	357.2	1094.5	P	P
1456619_at	16.3	109.6	A	P
1456621_at	7.5	34.1	A	A
1456625_at	235.5	755.5	P	P
1456631_at	209.7	141.2	P	P
1456632_at	5.9	3	A	A
1456633_at	3.5	30.6	A	P
1456634_at	219.1	135.1	P	P
1456638_at	370.3	403.8	A	P
1456639_at	41.8	17.1	A	A
1456640_at	4.9	69.7	A	M
1456641_at	105	61.1	A	P
1456643_at	128.8	270.8	A	P
1456645_at	65.3	192	A	P
1456646_at	167.9	327.7	A	P
1456648_at	65.5	45	A	P
1456649_at	20.4	21	A	P
1456650_at	19.1	6.3	A	A
1456652_at	132.1	2001.7	P	P
1456653_a_at	2155.9	3130.8	P	P
1456654_at	71.2	18	A	A
1456655_at	343.1	541.4	P	P
1456656_at	5.7	1.5	A	A
1456657_at	14.3	156.7	A	P
1456659_at	3.6	59.1	A	P
1456660_a_at	108.2	264.5	P	P
1456661_at	33.8	436.5	A	P
1456662_at	164.7	160.1	P	P
1456665_at	35.8	3	A	A
1456666_at	17	51.2	A	A
1456667_at	128	223.8	A	P
1456668_at	51	36.5	A	M
1456669_at	1.4	1.1	A	A
1456670_at	37.5	84.8	P	M
1456671_at	66.2	3.5	A	A
1456673_at	15.1	1905.3	A	P
1456674_at	94.8	879.1	A	P
1456675_at	5.9	27.3	A	A
1456677_at	5.7	120.5	A	P
1456678_at	12.9	3.4	A	A
1456679_at	31.9	12.6	A	A
1456680_at	63.8	31.1	A	A
1456681_at	57.5	29.2	P	P
1456682_at	3.1	7.6	A	A
1456683_at	58.7	133.9	A	P
1456684_at	7.5	48.3	A	A
1456685_at	8.6	42.2	A	A
1456686_at	8	24.8	A	A
1456687_at	17.6	52.6	A	P
1456688_at	5	3.3	A	A
1456689_at	65.8	159	P	P
1456690_at	43.5	166.1	A	P
1456692_at	7.4	4	A	A
1456693_at	6.2	14.6	A	A
1456696_x_at	38.1	173.5	A	P
1456698_s_at	1688.6	2226.2	P	P
1456703_at	1.6	72	A	P
1456704_at	14.4	1.9	A	A
1456705_at	108.9	298.9	A	P
1456708_at	6.7	1.7	A	A
1456709_at	3.4	2.7	A	A
1456710_at	6.2	4.8	A	A
1456711_at	31.3	81.7	A	P
1456712_at	47.9	251.2	A	P
1456713_at	4.8	37.1	A	A
1456715_at	5.8	82.5	A	P
1456717_at	89.4	313.1	P	P
1456718_at	0.7	3.5	A	A
1456719_at	39.4	0.7	A	A
1456720_at	14.4	1.6	A	A
1456721_at	94.8	9.7	A	A
1456722_at	3.5	1.1	A	A
1456723_at	95	11	P	A
1456729_x_at	202.6	188.9	P	P
1456735_x_at	2651.9	493.6	P	P
1456738_s_at	1635	1876.1	P	P
1456742_x_at	13.4	2.1	A	A
1456749_at	4.2	3.4	A	A
1456750_at	6.1	9.4	A	A
1456751_x_at	3.4	0.3	A	A
1456752_at	477.6	728.7	P	P
1456753_at	234	394.4	A	P
1456754_at	427.2	533.6	P	P
1456755_at	80.2	63.6	P	P
1456756_at	668.7	605	P	P
1456758_at	14.9	311.1	A	P
1456759_at	84	23.9	A	A
1456760_at	10.5	42.2	A	A
1456761_at	53.6	79.1	A	P
1456762_at	1.2	1.5	A	A
1456763_at	383.1	122.8	P	P
1456764_at	37.7	39.3	A	P
1456765_at	57.2	28.8	A	A
1456766_at	12.1	46.2	A	A
1456767_at	192.5	136.2	P	P
1456768_a_at	2.3	24.2	A	A
1456769_at	884.8	87.6	P	A
1456771_at	8	35.5	A	A
1456772_at	142.8	55.4	M	P
1456773_at	101.1	200	A	P
1456774_at	27.8	161.7	A	A
1456775_at	8.8	123	A	P
1456776_at	14	33.9	A	A
1456777_at	9.7	1.5	A	A
1456778_at	738.9	517.6	P	P
1456779_a_at	51.9	65.4	P	P
1456780_at	34.1	32.6	A	M
1456781_at	5.5	21	A	A
1456782_at	201.8	53.2	P	A
1456783_at	135.1	443	A	P
1456784_at	140.9	12.5	A	A
1456785_at	127.2	158.3	A	P
1456786_at	16.2	5.1	A	A
1456787_at	31.1	0.7	A	A
1456788_at	72.3	47.4	A	A
1456789_at	1447.5	4024.2	P	P
1456790_at	116.3	95.4	P	P
1456791_at	60	61.9	A	P
1456792_at	179	101.5	A	P
1456793_at	30.9	22.7	A	A
1456794_at	49.9	41	P	A
1456795_at	321.7	915.5	A	P
1456796_at	84.6	372.8	A	P
1456797_at	9.2	34.3	A	A
1456798_at	157	84.5	P	P
1456799_at	48	108.8	A	P
1456800_a_at	28.1	94.4	A	P
1456801_at	1.1	10.5	A	A
1456802_at	3.8	0.4	A	A
1456803_at	47	86.2	A	P
1456804_at	19.4	1417	A	P
1456805_a_at	40.5	50.6	A	P
1456806_at	37.9	85.1	A	A
1456807_at	79.6	34	A	A
1456808_at	70.7	129.9	A	P
1456809_at	39.6	55.1	A	A
1456810_at	29.6	103.1	A	P
1456811_at	7.3	1.1	A	A
1456812_at	5.6	10.2	A	A
1456813_at	59.1	29.8	A	P
1456814_at	9.1	29.6	A	A
1456815_at	47.5	14.2	P	A
1456816_at	30.6	8.7	A	A
1456817_at	10.6	29.3	A	A
1456818_at	4.3	23.2	A	A
1456819_at	14.2	75.4	A	A
1456820_at	193.5	36.6	P	P
1456821_at	4.5	42.9	A	P
1456822_at	16.8	168.6	A	P
1456823_at	6.9	42.5	A	P
1456824_at	6.8	58.7	A	A
1456825_at	98.3	123.7	A	A
1456826_at	7.5	6.2	A	A
1456827_at	16.8	759.7	A	P
1456828_at	4.8	0.9	A	A
1456829_at	18.5	12.5	A	A
1456830_at	99.6	155.3	A	P
1456831_at	127.5	70.1	A	A
1456832_at	59.8	150.7	A	P
1456833_at	3.3	2.8	A	A
1456834_at	67.1	25.3	A	A
1456835_at	43.8	5.4	M	A
1456836_at	2.9	6.4	A	A
1456837_at	4.7	59.5	A	A
1456838_at	10.4	82.6	A	A
1456839_at	3.1	15.1	A	A
1456840_at	28.4	88.9	A	M
1456841_at	4.2	89.5	A	P
1456842_at	1.7	9.6	A	A
1456843_at	55	97.7	A	P
1456844_at	5.2	0.7	A	A
1456845_at	10.2	67.1	A	A
1456846_at	94.4	79.7	A	A
1456847_at	26	1.3	A	A
1456848_at	35.7	138.8	A	P
1456849_at	60.4	341.3	A	P
1456850_at	13	3.2	A	A
1456851_at	3.5	1.7	A	A
1456852_at	13.9	45.4	A	A
1456853_at	31.4	411	A	P
1456854_at	35.6	158.2	A	P
1456855_at	5	74.4	A	A
1456856_at	18.4	1.1	A	A
1456857_at	72.7	143.8	A	P
1456858_at	313.1	6.1	P	A
1456859_at	42.6	72.5	A	P
1456860_at	6.4	22.5	A	A
1456861_at	392.1	17.1	P	P
1456862_at	221.9	720.8	M	P
1456863_at	3	0.8	A	A
1456864_at	27.8	235.5	A	P
1456865_x_at	7991.6	4832.8	P	P
1456866_x_at	9.1	1.5	A	A
1456867_x_at	3096.9	1593.4	P	P
1456868_at	55.2	32.8	A	A
1456871_a_at	184.2	310.7	A	A
1456872_a_at	315.6	877.2	P	P
1456873_at	68	16.7	A	A
1456874_at	547.7	48	P	A
1456875_at	154.7	407.5	P	P
1456876_at	61.8	26.3	A	A
1456877_at	8.3	34.1	A	A
1456878_at	99.6	16.9	P	P
1456879_at	222.9	475.7	P	P
1456880_at	99.1	179.3	A	P
1456881_at	50.2	53	A	A
1456882_at	29	4.4	A	A
1456883_at	1.9	26.4	A	A
1456884_at	35.3	198.4	A	P
1456885_at	33.2	18.7	A	A
1456886_at	189	851.4	P	P
1456887_at	163.2	152.3	A	P
1456888_at	320.2	190	P	P
1456889_at	9.1	9.7	A	A
1456890_at	25.9	333.3	A	P
1456891_at	130	798.2	P	P
1456892_at	70.2	99.5	P	P
1456893_at	31.4	13.1	A	A
1456894_at	17.1	102.6	A	P
1456895_at	2.7	25.7	A	A
1456896_at	16.5	96.7	A	M
1456897_at	102	18.6	A	A
1456898_at	537.7	2501.9	P	P
1456899_at	111.9	94.6	A	A
1456900_at	36.3	39.7	A	P
1456901_at	2.6	19.3	A	A
1456902_at	7.8	3	A	A
1456903_at	81.6	2.8	A	A
1456904_at	136.6	78.2	P	P
1456905_at	88	57.9	A	A
1456906_at	6.8	34	A	P
1456907_at	8.2	4.5	A	A
1456908_at	156.5	84.8	P	P
1456909_at	139.7	954.1	A	P
1456910_at	6.6	12.4	A	A
1456911_at	11.7	73.5	A	A
1456912_at	104.3	158.2	A	A
1456913_at	79.6	127	P	P
1456914_at	29	204.4	P	P
1456915_at	4.6	116.2	A	A
1456916_at	3.6	76.5	A	P
1456917_at	13.5	21.7	A	P
1456918_at	12.7	60.2	A	P
1456919_at	41.2	39.1	A	A
1456920_at	3.5	10.5	A	A
1456921_at	69.3	4.9	A	A
1456922_at	5.3	67.2	A	A
1456923_at	5.3	13	A	A
1456924_at	90.5	52.9	A	A
1456925_at	68	30.2	A	A
1456926_at	41.1	93	A	P
1456927_at	7.6	109.7	A	P
1456928_at	263.3	55.7	P	P
1456929_at	49	16.2	A	A
1456930_at	310.1	272.9	P	P
1456931_at	8.1	27.6	A	A
1456932_at	127.6	27.4	A	A
1456933_at	20.5	220.1	A	P
1456934_at	19.3	0.8	A	A
1456935_at	9.1	4.4	A	A
1456936_at	4.7	48.4	A	P
1456937_at	76.1	37.6	P	P
1456938_at	3.3	17.1	A	A
1456939_at	112.7	62.6	A	A
1456940_at	1.5	13.2	A	A
1456941_at	78.5	375	P	P
1456942_x_at	9.9	35.3	A	A
1456943_a_at	13.6	24.2	A	A
1456944_at	2.7	17.8	A	A
1456945_at	404.2	85.6	P	A
1456946_at	127.1	84.1	A	A
1456947_at	119.1	255.8	A	P
1456948_at	23.2	378.3	A	P
1456949_at	24.3	7.2	A	A
1456950_at	75.5	210.2	A	P
1456951_at	74	108.1	P	P
1456952_at	130	41.2	A	P
1456953_at	72.3	3.4	A	A
1456954_at	11.8	5.2	A	A
1456955_at	4.6	133.6	A	P
1456956_at	78.6	20.6	A	P
1456957_at	143.2	75.5	P	P
1456958_at	9	32.8	A	P
1456959_at	64	34.1	A	A
1456960_at	11	74.3	A	P
1456961_at	33.2	66.8	A	P
1456962_at	41	11.8	A	A
1456963_at	109.9	27.8	A	A
1456964_at	116.3	383.9	A	P
1456965_at	146.6	30.8	A	A
1456966_at	4.8	24.9	A	A
1456967_at	39.6	12.9	A	A
1456968_at	6	34	A	A
1456969_at	10.2	0.3	A	A
1456970_at	14.2	25.9	A	A
1456971_at	30	61.3	A	A
1456973_at	11.7	278.1	A	P
1456974_at	33.1	27.3	A	P
1456975_at	20.3	74.9	A	P
1456976_at	53.6	2.3	A	A
1456977_at	5.2	15	A	A
1456978_s_at	44.1	46.3	A	A
1456979_at	22.9	26.6	A	P
1456980_at	8.2	11.2	A	A
1456981_at	158.5	412.9	P	P
1456982_at	70.9	24.6	A	A
1456983_at	18.2	84.5	A	A
1456984_at	9.5	41.9	A	A
1456985_at	9.4	37.7	A	P
1456986_at	42.8	5.4	A	A
1456987_at	14.9	23.6	A	A
1456988_at	12.6	3.1	A	A
1456989_at	2.7	5.5	A	A
1456990_at	60.9	15.8	A	A
1456991_at	85.4	15.8	A	A
1456992_at	28.1	34.2	A	A
1456993_at	28.1	157.4	A	P
1456994_at	26.6	0.8	A	A
1456995_at	2.6	15.3	A	P
1456996_at	42.6	57	A	P
1456997_at	52.6	62.9	P	P
1456998_at	11.1	0.2	A	A
1456999_at	35	141.1	A	P
1457000_at	1.8	20.9	A	A
1457001_at	20.8	105	A	P
1457002_at	162	197.3	A	P
1457003_at	15	34.9	A	A
1457004_at	35.9	104.4	A	A
1457005_at	117.1	141.2	A	A
1457006_at	4.7	21.2	A	A
1457007_at	139.3	169.3	A	P
1457008_at	8.3	34.6	A	A
1457009_at	497.7	71.9	P	P
1457010_at	50.8	11.1	A	A
1457011_at	7.2	12.1	A	A
1457012_at	35.1	26.1	A	A
1457013_at	2	50.9	A	P
1457014_x_at	2.5	0.6	A	A
1457015_at	1.5	0.5	A	A
1457016_at	5.2	49.3	A	A
1457017_at	1.2	0.7	A	A
1457018_at	1.5	7.1	A	P
1457019_s_at	8.3	4.4	A	A
1457020_at	3.5	68.5	A	P
1457021_x_at	10	470.9	A	P
1457022_at	35.7	11	A	A
1457023_at	5	29.3	A	A
1457024_x_at	721.7	70.1	P	P
1457025_at	22.7	1	A	A
1457026_at	17.6	664.1	A	P
1457027_at	43.1	606.7	A	P
1457028_at	125.6	160.1	P	P
1457029_at	13.4	43.1	A	P
1457030_at	366.8	28.2	M	A
1457031_at	40	66.6	A	A
1457032_at	722.6	38	P	A
1457033_at	54.2	196.7	A	P
1457034_at	79.5	961.8	A	P
1457035_at	1.5	15.1	A	A
1457036_at	21.1	93	A	A
1457037_at	8.4	195.2	A	P
1457038_at	15.6	309.7	A	P
1457039_at	42.4	755.9	A	P
1457040_at	41.7	70.3	A	P
1457041_at	169.6	112	P	P
1457042_at	344.5	17.2	P	A
1457043_at	796.4	889.7	P	P
1457044_at	7.5	1.8	A	A
1457045_at	58.3	8.5	A	A
1457046_s_at	6.4	61.2	A	P
1457047_at	75.1	161.8	P	P
1457048_at	6	0.4	A	A
1457049_at	16	24.6	A	P
1457050_at	73.5	47.9	P	P
1457051_at	85.3	53.9	A	P
1457052_at	24.9	60.8	A	M
1457053_at	24.1	278	A	P
1457054_a_at	112	174.5	A	P
1457055_at	267.6	291	P	P
1457056_at	41.3	6	A	A
1457057_at	69.3	61.3	P	A
1457058_at	497.5	54.4	P	A
1457059_at	166.5	328.4	A	P
1457060_at	17.1	3.5	A	A
1457061_at	34.9	5.2	A	A
1457062_at	62.7	308.2	A	P
1457063_at	56.4	1	A	A
1457064_at	55.3	103.8	A	P
1457065_at	192.4	32	P	A
1457066_at	40.1	46.8	A	A
1457067_at	55.5	52.9	A	P
1457068_at	11	88	A	A
1457069_at	75.1	410.5	A	P
1457070_at	6	40.3	A	P
1457071_x_at	45.8	18.9	A	A
1457072_at	80.1	18	P	A
1457073_at	67.8	137.2	A	P
1457074_at	144.8	211.2	P	P
1457075_at	82.5	55	A	A
1457076_at	66.3	319.7	A	P
1457077_at	17.4	19	A	A
1457078_at	77.5	892.8	P	P
1457079_at	5.5	319.9	A	P
1457080_at	91	10.4	A	A
1457081_at	24.9	138.6	A	P
1457082_at	9.4	38.4	A	A
1457083_at	638.1	369.6	P	P
1457084_at	6	6.5	A	A
1457085_at	4.4	2.5	A	A
1457086_at	67.5	54	A	A
1457087_at	8.6	15.1	A	A
1457088_at	105.3	37.4	A	P
1457089_at	47.5	187.6	A	P
1457090_at	14.6	44.3	A	P
1457091_at	2.5	3.5	A	A
1457092_at	18.9	23	A	A
1457093_at	148	171.3	P	P
1457095_at	62.2	11.5	A	A
1457096_at	8.1	2.5	A	A
1457097_at	74.8	174.5	A	P
1457098_at	71	7.5	P	A
1457099_at	29.2	72.2	A	P
1457100_at	3.4	142.1	A	P
1457101_at	24.2	3.7	A	A
1457102_at	6	35.2	A	A
1457103_at	11.7	12.7	A	A
1457104_at	49.6	37.1	A	A
1457105_at	15.2	4.1	A	A
1457106_at	52.6	359.2	A	P
1457107_at	34	80.2	A	A
1457108_at	61.7	23.5	A	A
1457109_x_at	5.8	13.6	A	A
1457110_at	41.4	63.7	A	A
1457111_at	47	292.7	A	P
1457112_at	3.5	3.5	A	A
1457113_at	24	448	A	P
1457114_at	47.1	29.2	A	A
1457115_at	14.2	9.9	A	A
1457116_at	94.7	60.5	A	A
1457117_at	5.9	84.6	A	P
1457118_at	115.9	3.2	A	A
1457119_at	89	118.9	P	M
1457120_at	2	5.8	A	A
1457121_at	33.2	53.7	A	A
1457122_at	10.9	12.8	A	P
1457123_at	9	44.1	A	A
1457124_at	10.1	30.2	A	P
1457125_at	9.8	22.7	A	A
1457127_at	12.8	47.6	A	P
1457128_at	12.4	129.6	A	A
1457129_at	11	19.1	A	A
1457130_at	94.2	43	A	A
1457131_at	66.5	75.7	A	A
1457132_at	9.2	7.6	A	A
1457133_at	4.5	54.5	A	P
1457134_at	3.9	35.6	A	A
1457135_at	16.9	9	A	A
1457136_at	68.3	70.7	A	M
1457137_at	17.5	25	A	P
1457138_x_at	93.6	11.2	A	A
1457139_at	457	348.9	P	P
1457140_s_at	2.6	22.2	A	P
1457141_at	28.4	38.3	A	P
1457142_at	6.2	1.7	A	A
1457143_at	5.4	12.6	A	A
1457144_at	24.2	41.5	A	A
1457145_at	59.1	94.5	A	P
1457146_at	5.8	38.3	A	A
1457148_at	3.5	6.2	A	A
1457149_at	15.4	11.5	A	A
1457150_at	113.1	212.8	P	P
1457151_at	5	10.4	A	A
1457152_at	24.8	2.9	A	A
1457153_at	7.5	98.1	A	P
1457154_at	42.3	61.4	A	P
1457155_at	74.7	51.7	P	P
1457156_at	57.9	10.2	A	A
1457157_at	68.9	235.9	A	P
1457158_at	24.8	204.1	A	M
1457159_at	28.3	35.1	A	A
1457160_at	40.9	9.5	A	A
1457161_at	11	107.5	A	P
1457162_at	14.5	60.2	A	A
1457163_at	60.5	46.7	A	P
1457164_at	5.7	43.5	A	A
1457165_at	7	7.1	A	A
1457166_at	54.8	28.5	A	M
1457167_at	116.3	55.6	A	A
1457168_at	10.9	44	A	A
1457169_at	42	4.2	A	A
1457170_at	8.3	20.3	A	A
1457171_at	327.8	159.8	P	P
1457172_at	15.3	4.3	A	A
1457173_at	65.7	565.8	A	P
1457174_at	20.1	34.3	A	P
1457175_at	48	75.6	A	P
1457176_at	5.7	64.5	A	P
1457177_at	3.5	29.3	A	A
1457178_at	22.9	36.8	A	A
1457179_at	21.9	2	A	A
1457180_at	9.5	5.8	A	A
1457181_at	147	128.2	A	M
1457182_at	2	33	A	A
1457183_at	16.2	9.7	A	A
1457184_at	39.2	57.8	A	A
1457185_at	69.3	102.1	P	P
1457186_at	39.6	2	A	A
1457187_at	63.3	13.5	A	A
1457188_at	56.8	50.3	A	P
1457189_at	8.6	72.5	A	P
1457190_at	2.3	29.2	A	A
1457191_at	13.9	21.8	A	P
1457192_at	12.7	20.3	A	A
1457193_at	21.4	101.3	A	A
1457194_at	10.1	22.6	A	A
1457195_at	7	73.6	A	P
1457196_at	17.3	65.9	A	A
1457197_at	13.9	10.9	A	A
1457198_at	185.4	13.3	A	A
1457199_at	51.3	99.4	A	P
1457200_at	6	1.9	A	A
1457201_at	17.5	38.7	A	A
1457202_at	26.8	31.3	A	A
1457203_at	7.6	2.9	A	A
1457204_at	41.9	41	A	A
1457205_at	6.9	87.6	A	P
1457206_at	11.4	18.2	A	P
1457207_at	41.3	11.2	A	A
1457208_at	25	8.2	A	A
1457209_at	6.7	64.3	A	P
1457210_at	11.3	6.9	A	A
1457211_at	3.2	13.4	A	A
1457212_at	6.8	2.8	A	A
1457213_a_at	296.2	425.5	P	P
1457214_at	55.4	199.5	A	P
1457215_at	3	1	A	A
1457216_at	18.6	121.8	A	P
1457217_at	13.8	23.2	A	A
1457218_at	67.8	186.3	A	P
1457219_at	27.6	62.4	A	P
1457220_at	3.2	47.9	A	P
1457221_at	12	1.5	A	A
1457222_at	3.6	15.7	A	A
1457223_at	5.9	1.8	A	A
1457224_at	16.3	20.6	A	A
1457225_at	84.7	7	A	A
1457226_at	3.4	3.4	A	A
1457227_at	49.1	0.6	A	A
1457228_x_at	16.1	242.5	A	P
1457229_at	73.6	37.6	A	A
1457230_at	72.5	129.3	A	P
1457231_at	3.1	92.5	A	P
1457232_at	44.5	43.4	A	A
1457233_at	387.3	833.6	P	P
1457234_at	2.4	3.1	A	A
1457235_at	23.4	2.1	A	A
1457236_at	30	5.4	A	A
1457237_at	97.1	82.6	P	P
1457238_at	7.3	4.4	A	A
1457239_at	5.6	24.8	A	A
1457240_at	185.6	113.5	P	P
1457241_at	3.5	5.6	A	A
1457242_at	295.2	131.2	A	A
1457243_at	57	51.5	A	P
1457244_at	61.1	3.7	A	A
1457245_at	4.1	8.5	A	A
1457246_at	462.8	595.7	P	P
1457247_at	20.7	126	A	P
1457248_x_at	890.8	242.8	P	P
1457249_at	28.2	164.4	A	P
1457250_x_at	103.5	142	A	P
1457251_x_at	29.5	54	A	A
1457252_x_at	177.2	83	M	A
1457253_at	14.4	14.4	A	A
1457254_x_at	46.4	65.1	A	P
1457255_x_at	8.8	3.9	A	A
1457256_x_at	353.9	877.4	P	P
1457257_x_at	26.8	12.1	A	A
1457258_at	35.4	22.3	A	A
1457259_at	232.1	119.6	P	P
1457260_at	390.3	61.8	P	A
1457261_at	10.3	0.2	A	A
1457262_at	17.4	295.5	A	P
1457263_at	60.5	3.9	A	A
1457264_at	72.8	138.9	P	P
1457266_at	163.9	258.7	P	P
1457267_at	112.2	252	A	P
1457268_at	238.9	526.3	A	P
1457269_at	92.3	40.8	A	A
1457270_at	90.3	3.8	A	A
1457271_at	74.6	24.4	A	A
1457273_at	30.9	15.7	A	A
1457274_at	7.2	0.4	A	A
1457275_at	100.1	34.9	A	P
1457276_at	161.4	88.7	P	P
1457277_at	79	52	P	A
1457278_at	24.4	45.2	A	P
1457279_at	160.6	227.3	P	P
1457280_at	61.1	23.2	A	A
1457281_at	190.9	1529.6	P	P
1457282_x_at	13.3	33.7	A	A
1457283_at	4	6.6	A	A
1457284_at	124.8	38.3	P	P
1457286_at	22.4	29.8	A	A
1457287_at	113.2	109.1	P	P
1457288_at	37.3	50.3	P	A
1457289_at	11.8	2.2	A	A
1457290_at	3.5	14	A	A
1457291_at	4.4	6.2	A	A
1457292_at	591.8	2091.2	P	P
1457293_at	9.3	24.6	A	A
1457294_at	43.9	119.2	P	P
1457295_at	27	132.8	A	M
1457296_at	38.2	22.5	A	P
1457297_at	6.3	50.4	A	A
1457298_at	30.9	17.8	A	A
1457299_at	66.6	172.5	A	P
1457300_at	33.7	36.3	A	P
1457301_at	238.5	214.2	M	P
1457302_at	74.1	683	P	P
1457304_at	3	184.8	A	P
1457305_at	84.2	50.1	P	A
1457306_at	123.1	40.7	A	A
1457307_at	5.6	20.1	A	A
1457309_at	2.5	6.5	A	A
1457310_x_at	13.7	39.8	A	A
1457311_at	24.8	55.9	A	P
1457312_at	90.5	98.6	A	P
1457313_at	31	41.2	A	A
1457314_at	5.5	9827.4	A	P
1457315_at	9.2	13.4	A	A
1457316_at	530.2	114.2	P	P
1457317_at	8.7	8.2	A	A
1457318_at	67.4	30.5	A	A
1457319_at	9.5	6.4	A	A
1457320_at	31.7	2.5	A	A
1457321_at	83.1	16.5	M	A
1457322_at	57.2	22	P	A
1457323_at	32.9	2.3	A	A
1457324_at	8.1	43.4	A	A
1457325_at	87.4	35	A	A
1457326_at	4.8	72.1	A	P
1457327_at	5	15.2	A	P
1457328_at	3.6	7.6	A	A
1457329_at	6.2	4.1	A	A
1457330_at	3	4.2	A	A
1457331_at	3.9	49.5	A	A
1457332_at	122.1	189.5	A	P
1457333_at	35.2	46.6	A	P
1457334_at	9	129.4	A	P
1457335_at	27.6	16.3	A	A
